id,title,assignee,inventor,priority_date,creation_date,publication_date,grant_date,result_link,representative_figure_link,number_of_authors,number_of_viewers
US-11074495-B2,System and method for extremely efficient image and pattern recognition and artificial intelligence platform ,"Z Advanced Computing, Inc. (Zac)","Lotfi A. Zadeh, Saied Tadayon, Bijan Tadayon",2013-02-28,2018-03-12,2021-07-27,2021-07-27,https://patents.google.com/patent/US11074495B2/en,https://patentimages.storage.googleapis.com/32/26/a3/7b3b4626d20225/US11074495-20210727-D00000.png,two,10000
AU-2021204774-B2,Security in a smart-sensored home ,Google Llc,"Anthony M. Fadell, Yoky Matsuoka, Matthew Lee Rogers, Honjo Shigefumi, David Sloo, Maxime Veron",2013-03-14,2021-07-08,2022-11-10,2022-11-10,https://patents.google.com/patent/AU2021204774B2/en,,two,10001
US-11526167-B1,Autonomous vehicle component maintenance and repair ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2020-10-20,2022-12-13,2022-12-13,https://patents.google.com/patent/US11526167B1/en,https://patentimages.storage.googleapis.com/7b/3d/34/bef86af9dbce19/US11526167-20221213-D00000.png,two,10002
US-11238538-B1,Accident risk model determination using autonomous vehicle operating data ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2014-05-20,2019-11-07,2022-02-01,2022-02-01,https://patents.google.com/patent/US11238538B1/en,https://patentimages.storage.googleapis.com/13/8b/35/225f9a6508feb2/US11238538-20220201-D00000.png,two,10003
US-2023118340-A1,Artificial intelligence-based systems and methods for vehicle operation ,"SparkCognition, Inc.","Syed Mohammad Amir Husain, Milton Lopez",2018-07-23,2022-12-19,2023-04-20,,https://patents.google.com/patent/US20230118340A1/en,https://patentimages.storage.googleapis.com/b6/c1/07/b36869f56297aa/US20230118340A1-20230420-D00000.png,two,10004
US-11871148-B1,Artificial intelligence communication assistance in audio-visual composition ,"Grammarly, Inc.","Oleksiy Shevchenko, Ayan Mandal, Bradley Jon Hoover, Joel Tetreault, Maksym Lytvyn, Dmytro Lider",2017-08-04,2021-12-07,2024-01-09,2024-01-09,https://patents.google.com/patent/US11871148B1/en,https://patentimages.storage.googleapis.com/31/5a/bf/ff28891d47fb66/US11871148-20240109-D00000.png,two,10005
US-11726931-B2,Artificial intelligence-enabled management of storage media access ,"Marvell Asia Pte, Ltd.","Christophe Therene, Nedeljko Varnica, Phong Sy Nguyen",2018-10-30,2022-09-26,2023-08-15,2023-08-15,https://patents.google.com/patent/US11726931B2/en,https://patentimages.storage.googleapis.com/f4/3c/dd/dcce3178db7dd3/US11726931-20230815-D00000.png,two,10006
US-11923057-B2,Method and system using artificial intelligence to monitor user characteristics during a telemedicine session ,"Rom Technologies, Inc.","Steven Mason, Daniel Posnack, Peter Arn, Wendy Para, S. Adam Hacking, Micheal Mueller, Joseph GUANERI, Jonathan Greene",2019-10-03,2021-08-23,2024-03-05,2024-03-05,https://patents.google.com/patent/US11923057B2/en,https://patentimages.storage.googleapis.com/1b/e1/44/dafa93cf6dde79/US11923057-20240305-D00000.png,one,10007
US-11282608-B2,Method and system for using artificial intelligence and machine learning to provide recommendations to a healthcare provider in or near real-time during a telemedicine session ,"Rom Technologies, Inc.","Steven Mason, Daniel Posnack, Peter Arn, Wendy Para, S. Adam Hacking, Micheal Mueller, Joseph GUANERI, Jonathan Greene",2019-10-03,2021-01-14,2022-03-22,2022-03-22,https://patents.google.com/patent/US11282608B2/en,https://patentimages.storage.googleapis.com/12/29/98/d5f9e42b9310ad/US11282608-20220322-D00000.png,one,10008
US-11295848-B2,Method and system for using artificial intelligence and machine learning to create optimal treatment plans based on monetary value amount generated and/or patient outcome ,"Rom Technologies, Inc.","Steven Mason, Daniel Posnack, Peter Arn, Wendy Para, S. Adam Hacking, Micheal Mueller, Joseph GUANERI, Jonathan Greene",2019-10-03,2021-01-13,2022-04-05,2022-04-05,https://patents.google.com/patent/US11295848B2/en,https://patentimages.storage.googleapis.com/da/1a/7c/a94dc10a26bdcb/US11295848-20220405-D00000.png,one,10009
US-10991463-B2,"Computer-implemented system and methods for predicting the health and therapeutic behavior of individuals using artificial intelligence, smart contracts and blockchain ","John D. Kutzko, Wayne C. A. Wright","John D. Kutzko, Wayne C. A. Wright",2018-05-18,2020-05-12,2021-04-27,2021-04-27,https://patents.google.com/patent/US10991463B2/en,https://patentimages.storage.googleapis.com/87/ef/36/9e3e21bbef210a/US10991463-20210427-D00000.png,one,10010
US-11462304-B2,Artificial intelligence engine architecture for generating candidate drugs ,"Peptilogics, Inc.","Francis Lee, Jonathan D. STECKBECK, Hannes Holste",2020-02-12,2021-06-04,2022-10-04,2022-10-04,https://patents.google.com/patent/US11462304B2/en,https://patentimages.storage.googleapis.com/b5/9d/d9/5ee0f1662f4338/US11462304-20221004-D00001.png,one,10011
US-11734578-B2,Internet of things (IoT) big data artificial intelligence expert system information management and control systems and methods ,Robert D. Pedersen,Robert D. Pedersen,2019-05-14,2021-12-17,2023-08-22,2023-08-22,https://patents.google.com/patent/US11734578B2/en,https://patentimages.storage.googleapis.com/b7/52/84/8652a379afae43/US11734578-20230822-D00000.png,one,10012
US-11995530-B2,Systems and methods for providing feedback for artificial intelligence-based image capture devices ,Google Llc,"Aaron Michael Donsbach, Christopher Breithaupt, Li Zhang, Arushan Rajasekaram, Navid Shiee",2018-10-08,2022-08-01,2024-05-28,2024-05-28,https://patents.google.com/patent/US11995530B2/en,https://patentimages.storage.googleapis.com/7e/15/0c/3d6e3ab58fd595/US11995530-20240528-D00000.png,one,10013
US-11904207-B2,Method and system for using artificial intelligence to present a user interface representing a user's progress in various domains ,"Rehab2Fit Technologies, Inc.","Michael Bissonnette, Luis Berga, Steven Mason, Philip Powers, James D. Steidl",2019-05-10,2021-08-06,2024-02-20,2024-02-20,https://patents.google.com/patent/US11904207B2/en,https://patentimages.storage.googleapis.com/94/02/5c/de1bc81c39bb91/US11904207-20240220-D00000.png,one,10014
US-11133111-B2,Methods and systems for an artificial intelligence support network for vibrant constitutional guidance ,"Kpn Innovations, Llc",Kenneth Neumann,2019-04-02,2020-01-03,2021-09-28,2021-09-28,https://patents.google.com/patent/US11133111B2/en,https://patentimages.storage.googleapis.com/66/3d/f0/f1d4c311d29b4d/US11133111-20210928-D00000.png,one,10015
US-10984423-B2,Method of operating artificial intelligence machines to improve predictive model training and performance ,"Brighterion, Inc.",Akli Adjaoute,2014-10-15,2019-11-05,2021-04-20,2021-04-20,https://patents.google.com/patent/US10984423B2/en,https://patentimages.storage.googleapis.com/df/9e/0c/ad797bf7dd5af6/US10984423-20210420-D00000.png,one,10016
US-11403290-B1,Managing an artificial intelligence infrastructure ,"Pure Storage, Inc.","Brian Gold, Emily Watkins, Ivan Jibaja, Igor Ostrovsky, Roy Kim",2017-10-19,2019-07-18,2022-08-02,2022-08-02,https://patents.google.com/patent/US11403290B1/en,https://patentimages.storage.googleapis.com/10/15/3d/b123e48b2edb51/US11403290-20220802-D00000.png,one,10017
US-11915815-B2,System and method for using artificial intelligence and machine learning and generic risk factors to improve cardiovascular health such that the need for additional cardiac interventions is mitigated ,"Rom Technologies, Inc.","Joel Rosenberg, Jay L. Waddell, Steven Mason",2019-10-03,2023-03-10,2024-02-27,2024-02-27,https://patents.google.com/patent/US11915815B2/en,https://patentimages.storage.googleapis.com/57/1f/52/5db51caeb3b827/US11915815-20240227-D00000.png,one,10018
US-11915816-B2,Systems and methods of using artificial intelligence and machine learning in a telemedical environment to predict user disease states ,"Rom Technologies, Inc.",Steven Mason,2019-10-03,2023-02-28,2024-02-27,2024-02-27,https://patents.google.com/patent/US11915816B2/en,https://patentimages.storage.googleapis.com/d3/15/84/e4a77f69bae873/US11915816-20240227-D00000.png,one,10019
US-11809492-B2,Online artificial intelligence algorithm for a data intake and query system ,Splunk Inc.,Ram Sriharsha,2019-10-18,2023-01-31,2023-11-07,2023-11-07,https://patents.google.com/patent/US11809492B2/en,https://patentimages.storage.googleapis.com/0e/92/a1/7a0cd83608db68/US11809492-20231107-D00000.png,one,10020
US-2024144011-A1,"Systems, methods, kits, and apparatuses for using artificial intelligence for instructing smart machines in value chain networks ","Strong Force Vcn Portfolio 2019, Llc","Charles H. Cella, Andrew Cardno, Jenna Parenti, Andrew S. Locke, Brad Kell, Teymour S. EL-TAHRY, Leon Fortin, Jr., Andrew Bunin, Kunal SHARMA, Taylor CHARON, Hristo Malchev, Eric P. Vetter, David Stein, Benjamin D. Goodman",2019-11-05,2023-11-30,2024-05-02,,https://patents.google.com/patent/US20240144011A1/en,https://patentimages.storage.googleapis.com/f0/a5/a7/f7314e28389353/US20240144011A1-20240502-D00000.png,one,10021
US-11920943-B2,Systems and methods using artificial intelligence for routing electric vehicles ,Robert D. Pedersen,Robert D. Pedersen,2017-02-22,2022-07-11,2024-03-05,2024-03-05,https://patents.google.com/patent/US11920943B2/en,https://patentimages.storage.googleapis.com/68/91/0d/8e77f40f2e24f0/US11920943-20240305-D00000.png,one,10022
US-10909401-B2,Attention-based explanations for artificial intelligence behavior ,Sri International,"Giedrius Burachas, Arijit Ray, Yi Yao",2018-05-29,2019-05-24,2021-02-02,2021-02-02,https://patents.google.com/patent/US10909401B2/en,https://patentimages.storage.googleapis.com/b2/c0/b1/6447d56d29f579/US10909401-20210202-D00000.png,one,10023
US-2022375619-A1,"System, methods, and apparatuses for managing data for artificial intelligence software and mobile applications in digital health therapeutics ","Better Therapeutics, Inc.","Kevin APPELBAUM, Mark Berman, Andres Camacho, Nicole ROSENDIN, David Merkoski",2017-04-28,2022-06-06,2022-11-24,,https://patents.google.com/patent/US20220375619A1/en,https://patentimages.storage.googleapis.com/67/fc/f8/c6d000a25b4eb8/US20220375619A1-20221124-D00000.png,one,10024
US-2024242286-A1,Generative artificial intelligence-based agents using customized neural networks ,"Agblox, Inc.","Thomas N. Blair, Alex A. Kurzhanskiy, Spyros J. Lazaris, Leo Richard Jolicoeur, Michael G. McErlean, Tony Chiyung Lei, Craig I. Forman",2020-07-31,2024-02-05,2024-07-18,,https://patents.google.com/patent/US20240242286A1/en,https://patentimages.storage.googleapis.com/46/6c/9e/7898c66dffaf03/US20240242286A1-20240718-D00000.png,one,10025
US-11301747-B2,System and method for facilitating affective-state-based artificial intelligence ,"EmergeX, LLC","Roy Feinson, Ariel Mikhael KATZ, Michael Joseph Karlin",2018-01-29,2019-01-28,2022-04-12,2022-04-12,https://patents.google.com/patent/US11301747B2/en,https://patentimages.storage.googleapis.com/61/2d/ab/44e6478f089296/US11301747-20220412-D00000.png,two,10026
US-2022051361-A1,Artificial intelligence system for control tower and enterprise management platform managing container fleet ,"Strong Force Vcn Portfolio 2019, Llc","Charles Howard Cella, Richard Spitz, Teymour S. EL-TAHRY, Andrew Cardno, Jenna Parenti, Brent BLIVEN, Joshua DOBROWITSKY",2019-11-05,2021-08-30,2022-02-17,,https://patents.google.com/patent/US20220051361A1/en,https://patentimages.storage.googleapis.com/4f/5e/d6/9d5ced730a6416/US20220051361A1-20220217-D00000.png,two,10027
US-11593588-B2,"Artificial intelligence apparatus for generating training data, artificial intelligence server, and method for the same ",Lg Electronics Inc.,"Jaehong Kim, Hyoeun Kim, Hyejeong Jeon, Heeyeon CHOI",2019-08-27,2019-10-04,2023-02-28,2023-02-28,https://patents.google.com/patent/US11593588B2/en,https://patentimages.storage.googleapis.com/b4/d3/f1/4ad49d27feac6b/US11593588-20230228-D00000.png,two,10028
US-11461702-B2,Method and system for fairness in artificial intelligence based decision making engines ,Bank Of America Corporation,Eren Kursun,2018-12-04,2018-12-04,2022-10-04,2022-10-04,https://patents.google.com/patent/US11461702B2/en,https://patentimages.storage.googleapis.com/50/32/8c/79d76a06626ee3/US11461702-20221004-D00000.png,two,10029
US-2023119461-A1,Method and system for using artificial intelligence and machine learning to create optimal treatment plans based on monetary value amount generated and/or patient outcome ,"Rom Technologies, Inc.",Steven Mason,2020-08-06,2022-11-29,2023-04-20,,https://patents.google.com/patent/US20230119461A1/en,https://patentimages.storage.googleapis.com/a4/3f/23/9abc221b4102dc/US20230119461A1-20230420-D00000.png,two,10030
AU-2019200046-B2,Utilizing artificial intelligence to test cloud applications ,Accenture Global Solutions Limited,"Dnyaneshwar Gangaram Dhumal, Garima GUPTA, Mukul Dilip Patidar, Paresh TAKAWALE",2018-01-08,2019-01-04,2020-07-30,2020-07-30,https://patents.google.com/patent/AU2019200046B2/en,,two,10031
US-2023072368-A1,System and method for using an artificial intelligence engine to optimize a treatment plan ,"Rom Technologies, Inc.","Steven Mason, John Ashley",2019-10-03,2022-08-30,2023-03-09,,https://patents.google.com/patent/US20230072368A1/en,https://patentimages.storage.googleapis.com/93/8c/43/8ef9117ac7582a/US20230072368A1-20230309-D00000.png,two,10032
US-11328807-B2,System and method for using artificial intelligence in telemedicine-enabled hardware to optimize rehabilitative routines capable of enabling remote rehabilitative compliance ,"Rom Technologies, Inc.","Steven Mason, Daniel Posnack, Peter Arn, Wendy Para, S. Adam Hacking, Micheal Mueller, Joseph GUANERI, Jonathan Greene",2019-10-03,2021-07-19,2022-05-10,2022-05-10,https://patents.google.com/patent/US11328807B2/en,https://patentimages.storage.googleapis.com/8c/3f/05/1f6a07972af192/US11328807-20220510-D00000.png,one,10033
AU-2020264390-B2,Enhancing diagnosis of disorder through artificial intelligence and mobile health technologies without compromising accuracy ,President And Fellows Of Harvard College,Dennis WALL,2011-10-24,2020-11-06,2022-12-15,2022-12-15,https://patents.google.com/patent/AU2020264390B2/en,,one,10034
US-11075943-B2,Systems and methods for an artificial intelligence driven agent ,"KnowBe4, Inc.","Alin Irimie, Stu Sjouwerman, Greg Kras, Eric Sites",2016-10-31,2020-11-30,2021-07-27,2021-07-27,https://patents.google.com/patent/US11075943B2/en,https://patentimages.storage.googleapis.com/cd/64/7f/5e870669c58954/US11075943-20210727-D00000.png,one,10035
US-2021133670-A1,Control tower and enterprise management platform with a machine learning/artificial intelligence managing sensor and the camera feeds into digital twin ,"Strong Force Vcn Portfolio 2019, Llc","Charles Howard Cella, Richard Spitz, Teymour S. EL-TAHRY",2019-11-05,2020-12-04,2021-05-06,,https://patents.google.com/patent/US20210133670A1/en,https://patentimages.storage.googleapis.com/a9/20/b0/802d31c2519c81/US20210133670A1-20210506-D00000.png,one,10036
US-2022193491-A1,Systems and methods of using artificial intelligence and machine learning for generating alignment plans to align a user with an imaging sensor during a treatment session ,"Rom Technologies, Inc.","Steven Mason, Daniel Posnack, Peter Arn, Wendy Para, S. Adam Hacking, Micheal Mueller, Joseph GUANERI, Jonathan Greene",2019-10-03,2022-03-09,2022-06-23,,https://patents.google.com/patent/US20220193491A1/en,https://patentimages.storage.googleapis.com/12/2f/d2/31f47b6eb5d0cd/US20220193491A1-20220623-D00000.png,one,10037
US-11328717-B2,"Electronic device, operating method thereof, system having plural artificial intelligence devices ",Lg Electronics Inc.,Jichan MAENG,2019-04-18,2019-04-18,2022-05-10,2022-05-10,https://patents.google.com/patent/US11328717B2/en,https://patentimages.storage.googleapis.com/37/29/db/d933f2003b81b9/US11328717-20220510-D00000.png,one,10038
US-11734328-B2,Artificial intelligence based corpus enrichment for knowledge population and query response ,Accenture Global Solutions Limited,"Chinnappa Guggilla, Praneeth Shishtla, Madhura Shivaram",2018-08-31,2018-11-19,2023-08-22,2023-08-22,https://patents.google.com/patent/US11734328B2/en,https://patentimages.storage.googleapis.com/db/8c/27/6cc6482d91b13f/US11734328-20230822-D00000.png,one,10039
US-11825033-B2,Apparatus and method with artificial intelligence for scaling image data ,"Samsung Electronics Co., Ltd.","Taejun PARK, SangJo Lee, Sangkwon Na",2018-08-10,2021-10-07,2023-11-21,2023-11-21,https://patents.google.com/patent/US11825033B2/en,https://patentimages.storage.googleapis.com/9e/b6/7e/665fa01f040de4/US11825033-20231121-D00000.png,one,10040
AU-2020256428-B2,Artificial intelligence based service implementation ,Accenture Global Solutions Limited,"John D. Bolze, Edward Engles",2018-02-09,2020-10-16,2022-07-14,2022-07-14,https://patents.google.com/patent/AU2020256428B2/en,,one,10041
US-11790180-B2,Omnichannel data communications system using artificial intelligence (AI) based machine learning and predictive analysis ,ContactEngine Limited,"Andrew Mark AYERS, Giles BRYAN, Mark Kingsley Smith",2019-03-15,2021-10-25,2023-10-17,2023-10-17,https://patents.google.com/patent/US11790180B2/en,https://patentimages.storage.googleapis.com/90/ae/d3/42b035690303ad/US11790180-20231017-D00000.png,one,10042
US-2022286728-A1,"Information processing apparatus and information processing method, display equipped with artificial intelligence function, and rendition system equipped with artificial intelligence function ",Sony Group Corporation,"Tatsushi Nashida, Yoshiyuki Kobayashi",2019-08-28,2020-05-18,2022-09-08,,https://patents.google.com/patent/US20220286728A1/en,https://patentimages.storage.googleapis.com/32/5a/f2/7751fba8ca60ab/US20220286728A1-20220908-D00000.png,one,10043
US-2022339501-A1,Systems and methods of using artificial intelligence and machine learning for generating an alignment plan capable of enabling the aligning of a user's body during a treatment session ,"Rom Technologies, Inc.","Steven Mason, Daniel Posnack, Peter Arn, Wendy Para, S. Adam Hacking, Micheal Mueller, Joseph GUANERI, Jonathan Greene",2019-10-03,2022-06-07,2022-10-27,,https://patents.google.com/patent/US20220339501A1/en,https://patentimages.storage.googleapis.com/64/6f/14/cced66f407a475/US20220339501A1-20221027-D00000.png,one,10044
US-10777200-B2,Artificial intelligence for mitigating effects of long-term cognitive conditions on patient interactions ,International Business Machines Corporation,"Scott A. Will, Quang T. N. Duong, David L. Schmidt",2018-07-27,2018-07-27,2020-09-15,2020-09-15,https://patents.google.com/patent/US10777200B2/en,https://patentimages.storage.googleapis.com/1f/d7/4c/c95d2df3f58e72/US10777200-20200915-D00000.png,one,10045
US-2022016485-A1,Method and System for Using Artificial Intelligence to Determine a User's Progress During Interval Training ,Rehab2Fit Technologies Inc.,"Michael Bissonnette, Luis Berga, Steven Mason, Philip Powers, James D. Steidl",2019-05-10,2021-08-06,2022-01-20,,https://patents.google.com/patent/US20220016485A1/en,https://patentimages.storage.googleapis.com/a1/7b/c2/50a9aea9b5bfc0/US20220016485A1-20220120-D00000.png,one,20000
US-11097490-B2,"Systems, methods, and media for artificial intelligence feedback control in additive manufacturing ","Nanotronics Imaging, Inc.","Matthew C. Putman, Vadim Pinskiy, James Williams, III, Damas Limoge, Aswin Raghav Nirmaleswaran, Mario Chris",2018-04-02,2019-12-20,2021-08-24,2021-08-24,https://patents.google.com/patent/US11097490B2/en,https://patentimages.storage.googleapis.com/07/59/10/071690ec3b8dd8/US11097490-20210824-D00000.png,one,20001
US-11562304-B2,Preventative diagnosis prediction and solution determination of future event using internet of things and artificial intelligence ,Accenture Global Solutions Limited,Mingzhu Lu,2018-07-13,2018-07-13,2023-01-24,2023-01-24,https://patents.google.com/patent/US11562304B2/en,https://patentimages.storage.googleapis.com/cb/65/5e/81f04ec7d54eb0/US11562304-20230124-D00000.png,one,20002
EP-3752899-B1,Systems and methods for interacting and interfacing with an artificial intelligence system ,Google LLC,"Robert Marchant, David Matthew Jones, Henry John Holland, Alexander George Hulme, Fiona Paula O'leary, Julie Mareva Arrive",2018-07-02,2019-07-02,2024-05-22,2024-05-22,https://patents.google.com/patent/EP3752899B1/en,https://patentimages.storage.googleapis.com/8c/fa/f9/6209d88a39cea7/imgf0001.png,two,20003
US-11556902-B2,Automated vehicle repair estimation by aggregate ensembling of multiple artificial intelligence functions ,"Mitchell International, Inc.","Abhijeet Gulati, Olivier Baudoux, Sathish Venkatesan, GeengYee Chong, Dune Pagaduan",2019-09-30,2020-09-30,2023-01-17,2023-01-17,https://patents.google.com/patent/US11556902B2/en,https://patentimages.storage.googleapis.com/d4/7e/54/3ff300f61a8c2e/US11556902-20230117-D00000.png,two,20004
US-2020386562-A1,Transportation system having an artificial intelligence system to determine an emotional state of a rider in a vehicle ,"Strong Force Intellectual Capital, Llc",Charles Howard Cella,2018-09-30,2020-08-24,2020-12-10,,https://patents.google.com/patent/US20200386562A1/en,https://patentimages.storage.googleapis.com/86/e6/5b/6ba2bba129a80f/US20200386562A1-20201210-D00000.png,two,20005
US-2023274813-A1,System and method for using artificial intelligence and machine learning to generate treatment plans that include tailored dietary plans for users ,"Rom Technologies, Inc.","Joel Rosenberg, Steven Mason",2019-10-03,2023-04-28,2023-08-31,,https://patents.google.com/patent/US20230274813A1/en,https://patentimages.storage.googleapis.com/99/f6/cc/5d1e95fe43c8b2/US20230274813A1-20230831-D00000.png,two,20006
US-12056588-B2,"System and method for incremental training of machine learning models in artificial intelligence systems, including incremental training using analysis of network identity graphs ","Sailpoint Technologies, Inc.","Mohamed M. Badawy, Rajat Kabra, Jostine Fei Ho",2021-02-19,2023-06-13,2024-08-06,2024-08-06,https://patents.google.com/patent/US12056588B2/en,https://patentimages.storage.googleapis.com/72/e8/80/2442f8ec2971ba/US12056588-20240806-D00000.png,two,20007
US-11736764-B2,Artificial intelligence inference on protected media content in a vision processing unit ,Intel Corporation,"Nee Shen Ho, Tong Liang Chew",2019-09-13,2019-09-13,2023-08-22,2023-08-22,https://patents.google.com/patent/US11736764B2/en,https://patentimages.storage.googleapis.com/42/51/35/2e28a14d91f8e7/US11736764-20230822-D00000.png,two,20008
US-10990767-B1,Applied artificial intelligence technology for adaptive natural language understanding ,Narrative Science Inc.,"Michael Justin Smathers, Daniel Joseph Platt, Nathan D. Nichols, Jared Lorince",2019-01-28,2020-01-16,2021-04-27,2021-04-27,https://patents.google.com/patent/US10990767B1/en,https://patentimages.storage.googleapis.com/a3/93/f6/c11eb73d8ef01f/US10990767-20210427-D00000.png,two,20009
US-11526720-B2,Artificial intelligence system for supporting communication ,Alt Inc.,Kazutaka YONEKURA,2016-06-16,2018-12-14,2022-12-13,2022-12-13,https://patents.google.com/patent/US11526720B2/en,https://patentimages.storage.googleapis.com/e4/e8/96/839d2d119f445f/US11526720-20221213-D00000.png,two,20010
US-12016644-B2,Artificial intelligence guidance system for robotic surgery ,"Intuitive Surgical Operations, Inc.","Jeffrey Roh, Justin Esterberg",2018-02-27,2023-04-03,2024-06-25,2024-06-25,https://patents.google.com/patent/US12016644B2/en,https://patentimages.storage.googleapis.com/05/ed/b2/4333f076e9d82f/US12016644-20240625-D00000.png,two,20011
US-2024132060-A1,Operating a Vehicle According to an Artificial Intelligence Model ,"David E. Newman, R. Kemp Massengill","David E. Newman, R. Kemp Massengill",2016-04-11,2024-01-02,2024-04-25,,https://patents.google.com/patent/US20240132060A1/en,https://patentimages.storage.googleapis.com/2a/7f/b6/12c369bd2a3606/US20240132060A1-20240425-D00000.png,two,20012
US-11663516-B2,Artificial intelligence apparatus and method for updating artificial intelligence model ,Lg Electronics Inc.,"Jaehong Kim, Taeho Lee, Hangil JEONG, Jongwoo Han",2019-09-09,2019-10-15,2023-05-30,2023-05-30,https://patents.google.com/patent/US11663516B2/en,https://patentimages.storage.googleapis.com/db/ff/fd/1402dedcde5b50/US11663516-20230530-D00000.png,two,20013
US-11977995-B2,Machine learning artificial intelligence system for predicting hours of operation ,"Capital One Services, Llc","Ashish Bansal, Jonathan STAHLMAN",2017-04-20,2022-02-02,2024-05-07,2024-05-07,https://patents.google.com/patent/US11977995B2/en,https://patentimages.storage.googleapis.com/eb/16/5b/9a627500096e34/US11977995-20240507-D00000.png,two,20014
US-11373045-B2,Determining context and intent in omnichannel communications using machine learning based artificial intelligence (AI) techniques ,ContactEngine Limited,"Dominic Bealby-Wright, Cosmin Dragos Davidescu",2019-09-24,2019-09-24,2022-06-28,2022-06-28,https://patents.google.com/patent/US11373045B2/en,https://patentimages.storage.googleapis.com/7b/95/65/a96699252e09a1/US11373045-20220628-D00000.png,two,20015
US-2020160837-A1,Method for controlling artificial intelligence system that performs multilingual processing ,Lg Electronics Inc.,Gyuhyeok Jeong,2017-02-20,2020-01-23,2020-05-21,,https://patents.google.com/patent/US20200160837A1/en,https://patentimages.storage.googleapis.com/95/ad/9a/7c950a6706227a/US20200160837A1-20200521-D00000.png,two,20016
US-2022415469-A1,System and method for using an artificial intelligence engine to optimize patient compliance ,"Rom Technologies, Inc.",Steven Mason,2019-10-03,2022-08-30,2022-12-29,,https://patents.google.com/patent/US20220415469A1/en,https://patentimages.storage.googleapis.com/80/eb/76/b0d1de9517bf48/US20220415469A1-20221229-D00000.png,two,20017
US-12062426-B2,Ultrasound image recognition systems and methods utilizing an artificial intelligence network ,"EchoNous, Inc.","Nikolaos Pagoulatos, Ramachandra Pailoor, Kevin Goodwin",2016-03-09,2021-03-12,2024-08-13,2024-08-13,https://patents.google.com/patent/US12062426B2/en,https://patentimages.storage.googleapis.com/16/10/05/bb7ccee0dedcf4/US12062426-20240813-D00000.png,two,20018
US-11301951-B2,Game engine and artificial intelligence engine on a chip ,The Calany Holding S. À R.L.,Cevat Yerli,2018-03-15,2019-03-11,2022-04-12,2022-04-12,https://patents.google.com/patent/US11301951B2/en,https://patentimages.storage.googleapis.com/12/a5/80/e8c8c833f48c5a/US11301951-20220412-D00000.png,two,20019
US-11568480-B2,Artificial intelligence derived anonymous marketplace ,"Cerebro Capital, Inc.","Matthew C. Bjonerud, Kevin Dieter",2017-10-03,2018-10-02,2023-01-31,2023-01-31,https://patents.google.com/patent/US11568480B2/en,https://patentimages.storage.googleapis.com/f1/60/4c/2cb050dba2b8d4/US11568480-20230131-D00000.png,two,20020
US-11748128-B2,Flexible artificial intelligence agent infrastructure for adapting processing of a shell ,International Business Machines Corporation,"Tathagata Chakraborti, Mayank Agarwal, Eli M. Dow, Kartik Talamadupula, Kshitij Fadnis, Jorge J. Barroso Carmona, Borja Godoy",2019-12-05,2019-12-05,2023-09-05,2023-09-05,https://patents.google.com/patent/US11748128B2/en,https://patentimages.storage.googleapis.com/40/7b/c5/73142909ac12b3/US11748128-20230905-D00000.png,two,20021
US-2023078793-A1,Systems and methods for an artificial intelligence engine to optimize a peak performance ,"Rom Technologies, Inc.",Steven Mason,2019-10-03,2022-06-30,2023-03-16,,https://patents.google.com/patent/US20230078793A1/en,https://patentimages.storage.googleapis.com/61/6c/3f/a35a253bd93b50/US20230078793A1-20230316-D00000.png,two,20022
US-11182556-B1,Applied artificial intelligence technology for building a knowledge base using natural language processing ,Narrative Science Inc.,"Maia Lewis Meza, Clayton Nicholas Norris, Michael Justin Smathers, Daniel Joseph Platt, Nathan D. Nichols",2018-02-19,2019-02-15,2021-11-23,2021-11-23,https://patents.google.com/patent/US11182556B1/en,https://patentimages.storage.googleapis.com/e7/34/4c/11188888bc7f8f/US11182556-20211123-D00000.png,two,20023
US-2022262483-A1,Systems and Methods for Using Artificial Intelligence to Implement a Cardio Protocol via a Relay-Based System ,"Rom Technologies, Inc.","Joel Rosenberg, Jay L. Waddell, Steven Mason",2019-10-03,2022-05-04,2022-08-18,,https://patents.google.com/patent/US20220262483A1/en,https://patentimages.storage.googleapis.com/fc/9a/4c/be7600e6ab325f/US20220262483A1-20220818-D00000.png,two,20024
AU-2019204285-B2,Artificial intelligence (ai) based chatbot creation and communication system ,Accenture Global Solutions Limited,"Richa Gupta, Nitin Kumar Gupta, Hemant Manaharlal Kakkad",2018-06-20,2019-06-19,2020-05-14,2020-05-14,https://patents.google.com/patent/AU2019204285B2/en,,two,20025
US-2022073052-A1,Artificial intelligence amphibious vertical take-off and landing modular hybrid flying automobile ,"Dylan T X Zhou, Andrew H B Zhou, Tiger T G Zhou","Dylan T X Zhou, Andrew H B Zhou, Tiger T G Zhou",2002-10-01,2021-04-30,2022-03-10,,https://patents.google.com/patent/US20220073052A1/en,https://patentimages.storage.googleapis.com/db/6c/c9/9199c1df5bda7d/US20220073052A1-20220310-D00000.png,one,20026
