id,title,assignee,inventor,priority_date,creation_date,publication_date,grant_date,result_link,representative_figure_link,number_of_authors,number_of_viewers
US-10750655-B2,Real-time artificial intelligence control of agricultural work vehicle or implement based on observed outcomes ,"Cnh Industrial Canada, Ltd.",James W. Henry,2018-06-21,2018-06-21,2020-08-25,2020-08-25,https://patents.google.com/patent/US10750655B2/en,https://patentimages.storage.googleapis.com/69/05/90/fe9f1ef4d81f85/US10750655-20200825-D00000.png,two,40009
US-11695828-B2,"System and method for peer group detection, visualization and analysis in identity management artificial intelligence systems using cluster based analysis of network identity graphs ","Sailpoint Technologies, Inc.","Mohamed M. Badawy, Jostine Fei Ho",2018-11-27,2021-10-14,2023-07-04,2023-07-04,https://patents.google.com/patent/US11695828B2/en,https://patentimages.storage.googleapis.com/ce/d5/ff/6cc32105f8b9fa/US11695828-20230704-D00000.png,two,40010
US-12058151-B2,Method and system for predicting cyber threats using deep artificial intelligence (AI)-driven analytics ,"At&T Intellectual Property Ii, L.P.","James Brunner, Laurie Kraus, Christopher Iverson, James Cignarella, Krissa Van Hoorebeke",2021-11-26,2021-11-26,2024-08-06,2024-08-06,https://patents.google.com/patent/US12058151B2/en,https://patentimages.storage.googleapis.com/87/06/de/28e831ae3e2e1d/US12058151-20240806-D00000.png,one,40011
US-11915179-B2,Artificial intelligence accountability platform and extensions ,Talisai Inc.,"Joonho Lee, Jonathan Eric Heigel, Justin Bakst, Jannifer Cara Jones",2019-02-14,2020-02-14,2024-02-27,2024-02-27,https://patents.google.com/patent/US11915179B2/en,https://patentimages.storage.googleapis.com/6f/7e/f6/f13dc14dcf601a/US11915179-20240227-D00000.png,one,40012
US-11182598-B2,Smart area monitoring with artificial intelligence ,Nvidia Corporation,"Parthasarathy Sriram, Ratnesh Kumar, Farzin Aghdasi, Arman Toorians, Milind Naphade, Sujit Biswas, Vinay Kolar, Bhanu Pisupati, Aaron Bartholomew",2018-03-26,2019-03-26,2021-11-23,2021-11-23,https://patents.google.com/patent/US11182598B2/en,https://patentimages.storage.googleapis.com/b3/1c/4f/db7bf11fad7e96/US11182598-20211123-D00000.png,one,40013
US-10861143-B2,Method and apparatus for reconstructing hyperspectral image using artificial intelligence ,Korea Advanced Institute Of Science And Technology,"Min Hyuk KIM, Inchang CHOI",2017-09-27,2018-09-10,2020-12-08,2020-12-08,https://patents.google.com/patent/US10861143B2/en,https://patentimages.storage.googleapis.com/8f/28/49/5453c899ae46e1/US10861143-20201208-D00000.png,one,40014
WO-2021071141-A1,Method and apparatus for transceiving signal using artificial intelligence in wireless communication system ,"Samsung Electronics Co., Ltd.","Seunghyun Lee, Hyojin Lee, Hanjin KIM",2019-10-10,2020-09-24,2021-04-15,,https://patents.google.com/patent/WO2021071141A1/en,https://patentimages.storage.googleapis.com/31/74/bf/cfe5bd864881f9/PCTKR2020012950-appb-D000001.png,one,40015
US-D906290-S,Artificial intelligence speaker ,"Samsung Electronics Co., Ltd.","Byungwook Kang, Junpyo Kim, Sungil Bang, Sangmin Hyun",2018-10-10,2019-03-20,2020-12-29,2020-12-29,https://patents.google.com/patent/USD906290S1/en,https://patentimages.storage.googleapis.com/e8/31/a3/2d1aabbb27e3be/USD0906290-20201229-D00000.png,one,40016
US-11586849-B2,Mitigating statistical bias in artificial intelligence models ,International Business Machines Corporation,"Yunfeng Zhang, Rachel Katherine Emma Bellamy, Kush Raj Varshney",2020-01-17,2020-01-17,2023-02-21,2023-02-21,https://patents.google.com/patent/US11586849B2/en,https://patentimages.storage.googleapis.com/d0/bc/28/627326685046be/US11586849-20230221-D00000.png,one,40017
US-10026508-B2,Geographic utilization of artificial intelligence in real-time for disease identification and alert notification ,"Guardian Health Technologies, Llc","Julio Cesar Silva, Dino Peter Rumoro",2013-03-15,2016-12-21,2018-07-17,2018-07-17,https://patents.google.com/patent/US10026508B2/en,https://patentimages.storage.googleapis.com/94/f1/c9/6cafdd251a72ae/US10026508-20180717-D00000.png,one,40018
US-11541548-B2,"Artificial intelligence-based process identification, extraction, and automation for robotic process automation ","UiPath, Inc.","Prabhdeep Singh, Christian Berg",2019-10-15,2021-10-20,2023-01-03,2023-01-03,https://patents.google.com/patent/US11541548B2/en,https://patentimages.storage.googleapis.com/8d/b9/af/2aad285666b344/US11541548-20230103-D00000.png,one,40019
US-10747962-B1,Artificial intelligence system using phrase tables to evaluate and improve neural network based machine translation ,"Amazon Technologies, Inc.","Hagen Fuerstenau, Felix Hieber",2018-03-12,2018-03-12,2020-08-18,2020-08-18,https://patents.google.com/patent/US10747962B1/en,https://patentimages.storage.googleapis.com/d9/6e/e5/05e9d1af955c66/US10747962-20200818-D00000.png,one,40020
US-11514354-B2,Artificial intelligence based performance prediction system ,Accenture Global Solutions Limited,"Mamta Aggarwal RAJNAYAK, Charu NAHATA, Sorabh Kalra, Harshila SRIVASTAV",2018-04-20,2018-06-04,2022-11-29,2022-11-29,https://patents.google.com/patent/US11514354B2/en,https://patentimages.storage.googleapis.com/bd/bf/f5/5b43644d047134/US11514354-20221129-D00000.png,one,40021
US-10891469-B2,Performance of an emotional analysis of a target using techniques driven by artificial intelligence ,Accenture Global Solutions Limited,"Rajul AGARWAL, Abhilash MANU, Rohini Minunath NAGARE, Shringar KASHYAP, Araghya BISWAS, Gaurav Tiwari",2018-09-28,2018-12-28,2021-01-12,2021-01-12,https://patents.google.com/patent/US10891469B2/en,https://patentimages.storage.googleapis.com/14/bc/7b/49a56a6ad56791/US10891469-20210112-D00000.png,one,40022
US-10796793-B2,Aggregation of artificial intelligence (AI) engines ,Varian Medical Systems International Ag,"Corey Zankowski, Charles Adelsheim, Joakim PYYRY, Esa KUUSELA",2017-08-09,2018-08-14,2020-10-06,2020-10-06,https://patents.google.com/patent/US10796793B2/en,https://patentimages.storage.googleapis.com/63/f1/a2/8449d702fba2aa/US10796793-20201006-D00000.png,one,40023
US-D893572-S,Artificial intelligence robot ,"Samsung Electronics Co., Ltd.","Donghun KIM, Kicheol Pak, Jooho Seo, Minhyouk Lee, Sungho Lee",2018-12-20,2019-04-04,2020-08-18,2020-08-18,https://patents.google.com/patent/USD893572S1/en,https://patentimages.storage.googleapis.com/ba/d3/75/201eb02d2c4ffc/USD0893572-20200818-D00000.png,one,40024
US-2021387350-A1,Robotic kitchen hub systems and methods for minimanipulation library adjustments and calibrations of multi-functional robotic platforms for commercial and residential enviornments with artificial intelligence and machine learning ,Mark Oleynik,Mark Oleynik,2019-06-12,2020-12-13,2021-12-16,,https://patents.google.com/patent/US20210387350A1/en,https://patentimages.storage.googleapis.com/62/36/06/dfdfaaa17a9019/US20210387350A1-20211216-D00000.png,one,50000
US-10762305-B2,"Method for generating chatting data based on artificial intelligence, computer device and computer-readable storage medium ","Beijing Baidu Netcom Science And Technology Co., Ltd.","Yi Liu, Daxiang DONG, Dianhai YU",2017-06-13,2018-06-12,2020-09-01,2020-09-01,https://patents.google.com/patent/US10762305B2/en,https://patentimages.storage.googleapis.com/14/ee/97/23d73205b4dff8/US10762305-20200901-D00000.png,one,50001
US-11440659-B2,Precision agriculture implementation method by UAV systems and artificial intelligence image processing technologies ,National Formosa University,"Huan-Jung Lin, I-Chang Yang, Jie-Tong Zou, Suming Chen",2019-09-12,2019-09-12,2022-09-13,2022-09-13,https://patents.google.com/patent/US11440659B2/en,https://patentimages.storage.googleapis.com/16/a5/b5/93f5ebf443a3f7/US11440659-20220913-D00000.png,one,50002
US-2023115368-A1,Improving Random Access Based on Artificial Intelligence / Machine Learning (AI/ML) ,Telefonaktiebolaget Lm Ericsson (Publ),"Ali Parichehrehteroujeni, Marco Belleschi, Henrik Rydén, Pablo Soldati",2020-04-23,2021-04-23,2023-04-13,,https://patents.google.com/patent/US20230115368A1/en,https://patentimages.storage.googleapis.com/c5/59/a4/a8ecfe38b0f05d/US20230115368A1-20230413-D00000.png,one,50003
US-2020387818-A1,"Asset Optimization Using Integrated Modeling, Optimization, and Artificial Intelligence ","Aspen Technology, Inc.","Willie K. C. Chan, Benjamin FISCHER, Dimitrios Varvarezos, Ashok Rao, Hong Zhao",2019-06-07,2019-06-07,2020-12-10,,https://patents.google.com/patent/US20200387818A1/en,https://patentimages.storage.googleapis.com/a8/3b/6e/e5ff552511f01a/US20200387818A1-20201210-D00000.png,one,50004
US-10834562-B1,Lighting devices having wireless communication and built-in artificial intelligence bot ,"Gary M. Zalewski, Albert S. Penilla","Gary M. Zalewski, Albert S. Penilla",2015-07-25,2018-01-09,2020-11-10,2020-11-10,https://patents.google.com/patent/US10834562B1/en,https://patentimages.storage.googleapis.com/ef/6d/0e/fb1ecc29455b40/US10834562-20201110-D00000.png,two,50005
US-11262742-B2,Anomalous data detection in computer based reasoning and artificial intelligence systems ,Diveplane Corporation,"Ravisutha Sakrepatna Srinivasamurthy, Christopher James Hazard, Michael Resnick, Ju Hyun Kim, Yamac Alican Isik",2018-04-09,2020-08-13,2022-03-01,2022-03-01,https://patents.google.com/patent/US11262742B2/en,https://patentimages.storage.googleapis.com/5c/99/9a/4c718f44d2f103/US11262742-20220301-D00000.png,two,50006
US-10877728-B2,Artificial intelligence refrigerator ,Lg Electronics Inc.,"Chansung Jeon, Hyocheol Jeong, Sanghun CHO",2017-01-02,2020-02-19,2020-12-29,2020-12-29,https://patents.google.com/patent/US10877728B2/en,https://patentimages.storage.googleapis.com/d4/ed/92/4bfcec94616cdf/US10877728-20201229-D00000.png,two,50007
US-11966858-B2,Systems and methods for data correlation and artifact matching in identity management artificial intelligence systems ,"Sailpoint Technologies, Inc.","Mohamed M. Badawy, Rajat Kabra, Jostine Fei Ho",2020-03-10,2022-08-19,2024-04-23,2024-04-23,https://patents.google.com/patent/US11966858B2/en,https://patentimages.storage.googleapis.com/d4/b1/8e/b0ec3d8422721a/US11966858-20240423-D00000.png,two,50008
US-11710085-B2,Artificial intelligence system and method for site safety and tracking ,Saudi Arabian Oil Company,"Ziyad Alsahlawi, Mahmoud Adnan Alqurashi, Ossama R. Sehsah",2019-11-26,2019-11-26,2023-07-25,2023-07-25,https://patents.google.com/patent/US11710085B2/en,https://patentimages.storage.googleapis.com/d7/42/74/98615a65af97b1/US11710085-20230725-D00000.png,two,50009
US-11954204-B2,Artificial intelligence AI processing method and AI processing apparatus ,"Huawei Technologies Co., Ltd.",Jianyong Zhang,2018-08-14,2021-02-10,2024-04-09,2024-04-09,https://patents.google.com/patent/US11954204B2/en,https://patentimages.storage.googleapis.com/5c/f0/ba/7a757a373ce6fc/US11954204-20240409-D00000.png,two,50010
US-10708216-B1,Conversational user interfaces and artificial intelligence for messaging and mobile devices ,Rao Sanjay K,Sanjay K. Rao,2016-05-17,2017-07-10,2020-07-07,2020-07-07,https://patents.google.com/patent/US10708216B1/en,https://patentimages.storage.googleapis.com/5c/d7/b4/38c8e8e45cf61b/US10708216-20200707-D00000.png,two,50011
US-10942967-B1,Verifying item attributes using artificial intelligence ,"Amazon Technologies, Inc.","Felix Biessmann, Cédric Philippe Charles Jean Ghislain Archambeau, Charles Shearer Dorner, Karl Anders Gyllstrom, Robert Yuji Haitani, Aengus Gabriel Martin",2015-02-13,2017-12-21,2021-03-09,2021-03-09,https://patents.google.com/patent/US10942967B1/en,https://patentimages.storage.googleapis.com/d3/df/c9/3e5694ced713ff/US10942967-20210309-D00000.png,one,50012
US-11898419-B2,Artificial intelligence assisted production advisory system and method ,Schlumberger Technology Corporation,Chao Gao,2018-05-14,2019-05-14,2024-02-13,2024-02-13,https://patents.google.com/patent/US11898419B2/en,https://patentimages.storage.googleapis.com/6e/e4/af/69b6e101749daa/US11898419-20240213-D00000.png,one,50013
US-11811794-B2,Privacy interface for data loss prevention via artificial intelligence models ,"Sharecare AI, Inc.","Gabriel Gabra ZACCAK, William Hartman, Andrés Rodriguez ESMERAL, Devin Daniel REICH, Marina TITOVA, Brett Robert REDINGER, Philip Joseph DOW, Satish Srinivasan BHAT, Walter Adolf DE BROUWER, Scott Michael KIRK",2020-05-12,2021-05-12,2023-11-07,2023-11-07,https://patents.google.com/patent/US11811794B2/en,https://patentimages.storage.googleapis.com/83/e6/b5/2e2e868904ee43/US11811794-20231107-D00000.png,one,50014
US-11385633-B2,Model reduction and training efficiency in computer-based reasoning and artificial intelligence systems ,Diveplane Corporation,"Christopher James Hazard, Michael Resnick, Ravisutha Sakrepatna Srinivasamurthy, David R. Cheeseman, Ju Hyun Kim, Yamac Alican Isik",2018-04-09,2020-08-13,2022-07-12,2022-07-12,https://patents.google.com/patent/US11385633B2/en,https://patentimages.storage.googleapis.com/5f/4f/a1/ade8b434478cb3/US11385633-20220712-D00000.png,one,50015
US-D888121-S,Artificial intelligence robot ,"Samsung Electronics Co., Ltd.","Donghun KIM, Kicheol Pak, Jooho Seo, Minhyouk Lee, Sungho Lee",2018-12-20,2019-04-04,2020-06-23,2020-06-23,https://patents.google.com/patent/USD888121S1/en,https://patentimages.storage.googleapis.com/2f/5a/3f/6b27a33f0b55b2/USD0888121-20200623-D00000.png,one,50016
US-11676365-B2,"Explainable artificial intelligence (AI) based image analytic, automatic damage detection and estimation system ",Accenture Global Solutions Limited,"Indrajit KAR, Mohammed C. SALMAN, Ankit VASHISHTA, Vishal D. PANDEY",2019-12-16,2019-12-16,2023-06-13,2023-06-13,https://patents.google.com/patent/US11676365B2/en,https://patentimages.storage.googleapis.com/ed/d0/73/d24a005f36f855/US11676365-20230613-D00000.png,one,50017
US-2021374756-A1,Methods and systems for generating rules for unseen fraud and credit risks using artificial intelligence ,Mastercard International Incorporated,"Anubha Pandey, Shiv Markam, Harsimran Bhasin, Deepak BHATT",2020-05-29,2021-05-26,2021-12-02,,https://patents.google.com/patent/US20210374756A1/en,https://patentimages.storage.googleapis.com/e1/ac/74/ff902e19d2643c/US20210374756A1-20211202-D00000.png,one,50018
US-2021192412-A1,Cognitive Intelligent Autonomous Transformation System for actionable Business intelligence (CIATSFABI) ,Sankar Krishnaswamy,Sankar Krishnaswamy,2017-11-27,2021-02-27,2021-06-24,,https://patents.google.com/patent/US20210192412A1/en,https://patentimages.storage.googleapis.com/e7/5e/6a/5a4d9c5a3bd591/US20210192412A1-20210624-D00000.png,one,50019
US-2021201144-A1,Systems and methods for artificial intelligence enhancements in automated conversations ,"Conversica, Inc.","Siddhartha Reddy Jonnalagadda, Shubham Agarwal",2019-12-30,2020-12-08,2021-07-01,,https://patents.google.com/patent/US20210201144A1/en,https://patentimages.storage.googleapis.com/e9/fb/22/df6805be2111f3/US20210201144A1-20210701-D00000.png,one,50020
US-12045990-B2,Image recognition method and related apparatus based on artificial intelligence ,Tencent Technology (Shenzhen) Company Limited,"Ruichen Wang, Xiaoli Wang, Guixia Yan",2019-06-04,2021-08-19,2024-07-23,2024-07-23,https://patents.google.com/patent/US12045990B2/en,https://patentimages.storage.googleapis.com/99/64/9d/5058b1cb13a02e/US12045990-20240723-D00000.png,one,50021
US-10902062-B1,Artificial intelligence system providing dimension-level anomaly score attributions for streaming data ,"Amazon Technologies, Inc.","Sudipto Guha, Nina Mishra",2017-08-24,2017-08-24,2021-01-26,2021-01-26,https://patents.google.com/patent/US10902062B1/en,https://patentimages.storage.googleapis.com/a7/4a/1b/f2e285c9f1f115/US10902062-20210126-D00000.png,one,50022
US-2023065343-A1,Global internet of things (iot) quality of service (qos) realization through collaborative edge gateways ,"At&T Intellectual Property I, L.P., At&T Intellectual Property Ii, L.P.","Mostafa Tofighbakhsh, Vinay Kundaje",2018-12-03,2022-10-14,2023-03-02,,https://patents.google.com/patent/US20230065343A1/en,https://patentimages.storage.googleapis.com/35/e1/04/541a1e9d4033e7/US20230065343A1-20230302-D00000.png,one,50023
US-11293987-B2,"Battery capacity prediction system using charge and discharge cycles of a battery to predict capacity variations, and associated method ","Samsung Sdi Co., Ltd., POSTECH Research and Business Development Foundation","Gyeonghwan Lee, Minho Kim, Soohee HAN",2019-06-05,2020-03-18,2022-04-05,2022-04-05,https://patents.google.com/patent/US11293987B2/en,https://patentimages.storage.googleapis.com/ca/13/92/469647b3665fb0/US11293987-20220405-D00000.png,one,50024
US-10785101-B2,Automatically optimize parameters via machine learning ,"Futurewei Technologies, Inc.","Ying Li, Jin Yang, Xin Li",2017-08-23,2017-08-23,2020-09-22,2020-09-22,https://patents.google.com/patent/US10785101B2/en,https://patentimages.storage.googleapis.com/b2/c0/8a/6c8775e5ed929c/US10785101-20200922-D00000.png,one,60000
US-2021287357-A1,Systems and methods for optical material characterization of waste materials using machine learning ,AMP Robotics Corporation,"Matanya B. Horowitz, James A. Bailey",2017-11-02,2021-06-01,2021-09-16,,https://patents.google.com/patent/US20210287357A1/en,https://patentimages.storage.googleapis.com/d7/c4/cc/adef0b008525b1/US20210287357A1-20210916-D00000.png,one,60001
EP-3809673-B1,Live updating of machine learning models ,NVIDIA Corporation,"Philip J. Rogers, Bhanu Pisupati, Tushar KHINVASARA, Rajat Chopra, Kaustubh Purandare",2019-10-20,2020-10-16,2024-02-21,2024-02-21,https://patents.google.com/patent/EP3809673B1/en,https://patentimages.storage.googleapis.com/28/8f/0a/06f49d0628ad8c/imgf0001.png,one,60002
US-2020294642-A1,Methods and systems for a pharmacological tracking and reporting platform ,Hc1.Com Inc.,"Bradley A. Bostic, Laura S. Breedlove, Charles J. Clarke, Jason P. Wolfgang, Mark L. Preston, Richard J. Oder, William E. Robinson, Ryan C. Kennedy, Ioannis Pandelidis",2018-08-08,2020-01-31,2020-09-17,,https://patents.google.com/patent/US20200294642A1/en,https://patentimages.storage.googleapis.com/1a/19/ff/a9df948120d856/US20200294642A1-20200917-D00000.png,two,60003
US-2024135294-A1,Building system with building health recommendations ,Johnson Controls Tyco IP Holdings LLP,"Ravindra Ramanand Warake, Shawn D. Schubert, Vineet Binodshanker Sinha, Joseph S. Stangarone, Nicole A. Madison, Kerry M. Bell",2020-08-17,2023-12-18,2024-04-25,,https://patents.google.com/patent/US20240135294A1/en,https://patentimages.storage.googleapis.com/f2/c1/2b/71678f8d3b60c3/US20240135294A1-20240425-D00000.png,two,60004
US-11657602-B2,Font identification from imagery ,Monotype Imaging Inc.,"Sampo Juhani Kaasila, Jitendra Kumar Bansal, Anand Vijay, Vishal Natani, Chiranjeev Ghai, Mayur G. Warialani, Prince Dhiman",2017-10-30,2018-10-30,2023-05-23,2023-05-23,https://patents.google.com/patent/US11657602B2/en,https://patentimages.storage.googleapis.com/2d/13/18/e93c247f009817/US11657602-20230523-D00000.png,two,60005
US-10922163-B2,Determining server error types ,Verizon Patent And Licensing Inc.,"Steve Marshall SPENCER, Joseph B. KNAACK, Kyle C. SUNG, David HOLTFRERICH, Xiaoran TANG",2018-11-13,2018-11-13,2021-02-16,2021-02-16,https://patents.google.com/patent/US10922163B2/en,https://patentimages.storage.googleapis.com/cd/22/53/95057fde3f3c19/US10922163-20210216-D00000.png,two,60006
US-10074024-B2,Mental state analysis using blink rate for vehicles ,"Affectiva, Inc.","Rana el Kaliouby, Abdelrahman N. Mahmoud, Seyedmohammad Mavadati, Panu James Turcot",2010-06-07,2017-08-07,2018-09-11,2018-09-11,https://patents.google.com/patent/US10074024B2/en,https://patentimages.storage.googleapis.com/b9/b5/f6/416edfd9f88668/US10074024-20180911-D00000.png,two,60007
US-11264128-B2,Machine-learning framework for coordinating and optimizing healthcare resource utilization and delivery of healthcare services across an integrated healthcare system ,University Hospitals Cleveland Medical Center,"Samuel Brown, Eric Beck",2019-06-28,2019-06-28,2022-03-01,2022-03-01,https://patents.google.com/patent/US11264128B2/en,https://patentimages.storage.googleapis.com/d0/a9/5c/e94624c92669d1/US11264128-20220301-D00000.png,two,60008
US-2023196117-A1,"Training method for semi-supervised learning model, image processing method, and device ","Huawei Technologies Co., Ltd.","Zewei DU, Hengtong HU, Lingxi Xie, Qi Tian",2020-08-31,2023-02-23,2023-06-22,,https://patents.google.com/patent/US20230196117A1/en,https://patentimages.storage.googleapis.com/53/0b/43/d98af1ca781d3d/US20230196117A1-20230622-D00000.png,two,60009
US-11735294-B2,Client management tool system and method ,Parkland Center For Clinical Innovation,"Rubendran Amarasingham, Jennifer Wilson, Alexander Townes, Anand Shah, Stephanie Fenniri, Vaidyanatha Siva",2014-07-16,2020-07-24,2023-08-22,2023-08-22,https://patents.google.com/patent/US11735294B2/en,https://patentimages.storage.googleapis.com/63/a9/25/994d8f97825dac/US11735294-20230822-D00000.png,two,60010
US-2022036737-A1,Restricting areas available to autonomous and teleoperated vehicles ,Phantom Auto Inc.,"Shay Magzimof, David Parunakian, Michael Kris",2018-06-15,2021-10-15,2022-02-03,,https://patents.google.com/patent/US20220036737A1/en,https://patentimages.storage.googleapis.com/87/f2/27/218add1787c969/US20220036737A1-20220203-D00000.png,two,60011
US-2020303047-A1,Methods and systems for a pharmacological tracking and representation of health attributes using digital twin ,Hc1.Com Inc.,"Bradley A. Bostic, Charles J. Clarke, Ryan C. Kennedy, Mark L. Preston, Diane C. Janowiak, William E. Robinson, Peter J. Plantes, Wesley B. Wong",2018-08-08,2020-03-20,2020-09-24,,https://patents.google.com/patent/US20200303047A1/en,https://patentimages.storage.googleapis.com/20/cc/85/f51b4c5218a238/US20200303047A1-20200924-D00000.png,two,60012
US-2021334881-A1,Systems and methods for allocating and distributing inventory ,"Mercato, Inc.","Robert Brannigan, David Bateman, Michael Mason, Matthew Alarie",2017-05-23,2021-05-13,2021-10-28,,https://patents.google.com/patent/US20210334881A1/en,https://patentimages.storage.googleapis.com/da/45/8d/a584964281d020/US20210334881A1-20211028-D00000.png,two,60013
US-11755743-B2,Protecting machine learning models from privacy attacks ,"Microsoft Technology Licensing, Llc","Amit Sharma, Aditya Vithal Nori, Shruti Shrikant TOPLE",2019-09-03,2019-09-03,2023-09-12,2023-09-12,https://patents.google.com/patent/US11755743B2/en,https://patentimages.storage.googleapis.com/9f/05/0b/e245eb9b2a170d/US11755743-20230912-D00000.png,two,60014
US-10646156-B1,Adaptive image processing in assisted reproductive imaging modalities ,"Cycle Clarity, LLC",John Anthony Schnorr,2019-06-14,2019-06-14,2020-05-12,2020-05-12,https://patents.google.com/patent/US10646156B1/en,https://patentimages.storage.googleapis.com/a8/22/98/2fa51daee9fd3a/US10646156-20200512-D00000.png,two,60015
US-10718031-B1,Method and system for matching entities in an auction ,"Wai Wu, Steven M. Hoffberg","Wai Wu, Steven M. Hoffberg",2014-11-03,2019-03-18,2020-07-21,2020-07-21,https://patents.google.com/patent/US10718031B1/en,https://patentimages.storage.googleapis.com/81/10/83/457b66da2c4b10/US10718031-20200721-D00000.png,two,60016
US-11182621-B2,Systems and methods for behavior understanding from trajectories ,Sportlogiq Inc.,"Yatao ZHONG, Nazanin MEHRASA, Luke BORNN, Gregory Peter MORI",2017-01-06,2019-04-18,2021-11-23,2021-11-23,https://patents.google.com/patent/US11182621B2/en,https://patentimages.storage.googleapis.com/bf/6f/3d/8ea118bf9d7ee9/US11182621-20211123-D00000.png,two,70000
US-10573000-B2,System and method for medical image management ,"Beijing Curacloud Technology Co., Ltd.","Hanbo Chen, Hao Chen, Youbing YIN, Shanhui Sun, Qi Song",2018-01-23,2018-09-11,2020-02-25,2020-02-25,https://patents.google.com/patent/US10573000B2/en,https://patentimages.storage.googleapis.com/60/e0/67/0a97716e6e6218/US10573000-20200225-D00000.png,two,70001
US-2021092069-A1,Accelerating multi-node performance of machine learning workloads ,Intel Corporation,"Malek MUSLEH, Anupama Kurpad, Roberto PENARANDA CEBRIAN, Allister Alemania, Pedro YEBENES SEGURA, Curt E. BRUNS, Robert Southworth, Sujoy Sen",2020-12-10,2020-12-10,2021-03-25,,https://patents.google.com/patent/US20210092069A1/en,https://patentimages.storage.googleapis.com/d3/46/f7/fd9d6c431e5d54/US20210092069A1-20210325-D00000.png,two,70002
US-11509770-B2,Live agent recommendation for a human-robot symbiosis conversation system ,International Business Machines Corporation,"Jie Ma, Xin Zhou, Hao Chen, Rachel Mohammed, Christopher J. Davis, Sharath Kancharla, Zhongzheng Shu, Manon Knoertzer, Ran Guan",2018-09-25,2018-09-25,2022-11-22,2022-11-22,https://patents.google.com/patent/US11509770B2/en,https://patentimages.storage.googleapis.com/18/da/59/d07c977e3246ce/US11509770-20221122-D00000.png,two,70003
US-11803744-B2,Neural network learning apparatus for deep learning and method thereof ,Lg Electronics Inc.,"Byoung Jo KIM, Sang Chul Kim",2019-08-02,2019-12-30,2023-10-31,2023-10-31,https://patents.google.com/patent/US11803744B2/en,https://patentimages.storage.googleapis.com/f9/7b/7e/f681d7620c9c47/US11803744-20231031-D00000.png,two,70004
US-11926354-B2,Methods systems devices circuits and functionally related machine executable instructions for transportation management network cybersecurity ,Cervello Ltd.,"Shaked Kafzan, Roie Onn, Nadav Avidan, Eitam Aharon",2018-04-09,2021-12-30,2024-03-12,2024-03-12,https://patents.google.com/patent/US11926354B2/en,https://patentimages.storage.googleapis.com/fd/45/33/d542d1c041af9b/US11926354-20240312-D00000.png,two,70005
US-10341390-B2,Aggregation of asynchronous trust outcomes in a mobile device ,Google Llc,"Tal Dayan, Maya Ben Ari, Tanton Holt Gibbs, Ido Ofir, Jay Pierre CIVELLI, Brandon Keely, Christiaan Prins, Zheng Sun, Ning Zheng, James Brooks Miller, Jennifer Seth, Rongjing Xiang, Hugh Brendan McMahan",2014-06-23,2018-10-24,2019-07-02,2019-07-02,https://patents.google.com/patent/US10341390B2/en,https://patentimages.storage.googleapis.com/40/9b/1e/e6f759ad85b231/US10341390-20190702-D00000.png,two,70006
US-10430640-B2,System and method for classification of particles in a fluid sample ,Koninklijke Philips N.V.,"Martin Christian Valvik, Niels Agersnap Larsen, Tommy Winther Berg",2012-12-19,2018-12-24,2019-10-01,2019-10-01,https://patents.google.com/patent/US10430640B2/en,https://patentimages.storage.googleapis.com/c1/07/28/94f0ed9ad3ddab/US10430640-20191001-D00000.png,two,70007
US-2022413497-A1,"Systems and methods for computer-assisted shuttles, buses, robo-taxis, ride-sharing and on-demand vehicles with situational awareness ",Nvidia Corporation,"Gary Hicok, Michael Cox, Miguel Sainz, Martin HEMPEL, Ratin Kumar, Timo Roman, Gordon Grigor, David Nister, Justin Ebert, Chin-Hsien SHIH, Tony Tam, Ruchi Bhargava",2018-02-26,2022-08-26,2022-12-29,,https://patents.google.com/patent/US20220413497A1/en,https://patentimages.storage.googleapis.com/93/b3/01/cb5b58892b1c61/US20220413497A1-20221229-D00000.png,two,70008
EP-3928701-B1,Reducing noise of intracardiac electrocardiograms using an autoencoder and deep learning training loss functions ,Biosense Webster (Israel) Ltd.,"Yariv Avraham Amos, Matityahu Amit, Stanislav Goldberg, Liat Tsoref",2020-06-04,2021-06-04,2023-04-05,2023-04-05,https://patents.google.com/patent/EP3928701B1/en,https://patentimages.storage.googleapis.com/61/83/49/55f0ca64437596/imgf0001.png,one,70009
US-10679497-B1,Autonomous vehicle application ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2018-10-03,2020-06-09,2020-06-09,https://patents.google.com/patent/US10679497B1/en,https://patentimages.storage.googleapis.com/2b/7a/4c/0f842841689e2f/US10679497-20200609-D00000.png,one,70010
US-11242051-B1,Autonomous vehicle action communications ,State Farm Mutual Automobile Insurance Company,"Blake Konrardy, Scott T. Christensen, Gregory Hayward, Scott Farris",2016-01-22,2019-06-06,2022-02-08,2022-02-08,https://patents.google.com/patent/US11242051B1/en,https://patentimages.storage.googleapis.com/64/25/84/bb5cded6e43f96/US11242051-20220208-D00000.png,one,70011
US-2022036523-A1,Image processor ,"Huawei Technologies Co., Ltd.","Sean Moran, Gregory SLABAUGH",2019-03-21,2021-09-21,2022-02-03,,https://patents.google.com/patent/US20220036523A1/en,https://patentimages.storage.googleapis.com/39/db/96/92fdf15ec7aba8/US20220036523A1-20220203-D00000.png,one,70012
